Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Month,Year,ProfitMargin
3887,CA-2019-167759,2019-03-03,08-03-2019,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,37.758,,COD,,,March,2019,0.28
4003,CA-2019-145730,2019-03-03,08-03-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,-127.5792,,Online,,,March,2019,-0.2
4004,CA-2019-145730,2019-03-03,08-03-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,33.5895,,COD,,,March,2019,0.11666666666666665
4005,CA-2019-145730,2019-03-03,08-03-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,11.895,,COD,,,March,2019,0.32499999999999996
4748,CA-2019-120005,2019-03-03,03-03-2019,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,7.605,,COD,,,March,2019,0.3
4749,CA-2019-120005,2019-03-03,03-03-2019,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,11.9952,,Online,,,March,2019,0.34
5199,CA-2019-103982,2019-03-03,08-03-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,-786.0144,,Online,,,March,2019,-0.2
5200,CA-2019-103982,2019-03-03,08-03-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.7776,,Online,,,March,2019,0.3375
5201,CA-2019-103982,2019-03-03,08-03-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,32.3982,,COD,,,March,2019,0.07500000000000001
5202,CA-2019-103982,2019-03-03,08-03-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,5.7365,,Cards,,,March,2019,0.1375
2607,CA-2019-154053,2019-03-04,10-03-2019,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,4.9271,,Online,,,March,2019,0.29000000000000004
3265,CA-2019-122518,2019-03-04,08-03-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,3.528,,Cards,,,March,2019,0.35
4215,CA-2019-164637,2019-03-04,08-03-2019,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,64.2,,COD,,,March,2019,0.5
9750,CA-2019-158358,2019-03-04,08-03-2019,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,57.5928,,Online,,,March,2019,0.36
919,CA-2019-165218,2019-03-05,11-03-2019,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,50.4063,,COD,,,March,2019,0.3375
920,CA-2019-165218,2019-03-05,11-03-2019,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,-0.812,,COD,,,March,2019,-0.0625
8443,US-2019-155173,2019-03-06,10-03-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,-71.99,,Online,,,March,2019,-0.16666666666666666
8444,US-2019-155173,2019-03-06,10-03-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.043,1,-1.4982,,COD,,,March,2019,-0.7333333333333333
8445,US-2019-155173,2019-03-06,10-03-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.238,3,-12.5103,,Cards,,,March,2019,-0.18333333333333335
8982,CA-2019-110898,2019-03-06,12-03-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,3,-6.3018,,Cards,,,March,2019,-2.6999999999999997
8983,CA-2019-110898,2019-03-06,12-03-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,4,-2.7648,,COD,,,March,2019,-1.6
8984,CA-2019-110898,2019-03-06,12-03-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159.04,5,-194.824,,Online,,,March,2019,-1.225
8985,CA-2019-110898,2019-03-06,12-03-2019,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,-99.2664,,COD,,,March,2019,-0.68
839,US-2019-137547,2019-03-07,12-03-2019,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,1.5804,,COD,,,March,2019,0.07500000000000001
1047,CA-2019-169103,2019-03-08,13-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.2475,,Cards,,,March,2019,0.0625
1048,CA-2019-169103,2019-03-08,13-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.8385,,Cards,,,March,2019,-0.0375
1705,CA-2019-106306,2019-03-08,08-03-2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,-7.1148,,Cards,,,March,2019,-0.7333333333333333
6417,CA-2019-111976,2019-03-08,12-03-2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,-25.3344,,COD,,,March,2019,-0.23333333333333334
6418,CA-2019-111976,2019-03-08,12-03-2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,-1.3464,,Cards,,,March,2019,-0.225
7234,CA-2019-137337,2019-03-08,12-03-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,113.6,8,44.304,,Cards,,,March,2019,0.39
7235,CA-2019-137337,2019-03-08,12-03-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,12.96,2,6.3504,,Cards,,,March,2019,0.48999999999999994
7236,CA-2019-137337,2019-03-08,12-03-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,22.5732,,Cards,,,March,2019,0.325
8506,CA-2019-130400,2019-03-08,12-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,-14.1696,,Cards,,,March,2019,-1.6
8507,CA-2019-130400,2019-03-08,12-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,8.388,,Cards,,,March,2019,0.3
8508,CA-2019-130400,2019-03-08,12-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,Central,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,49.3938,,Cards,,,March,2019,0.33749999999999997
8812,US-2019-140172,2019-03-08,13-03-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,48.3336,,COD,,,March,2019,0.2333333333333333
8813,US-2019-140172,2019-03-08,13-03-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,3.753,,Online,,,March,2019,0.27
8160,CA-2019-120803,2019-03-09,13-03-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Milford,Connecticut,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5,87.89,,COD,,,March,2019,0.44
8332,CA-2019-153269,2019-03-09,12-03-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,3.363,,COD,,,March,2019,0.3
8333,CA-2019-153269,2019-03-09,12-03-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",354.9,5,88.725,,Online,,,March,2019,0.25
8334,CA-2019-153269,2019-03-09,12-03-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,17.94,3,8.7906,,Cards,,,March,2019,0.48999999999999994
8335,CA-2019-153269,2019-03-09,12-03-2019,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,51.8,4,23.31,,Online,,,March,2019,0.45
1876,US-2019-112977,2019-03-10,16-03-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,-22.098,,Cards,,,March,2019,-0.125
4063,US-2019-122182,2019-03-10,14-03-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1,7.4985,,Online,,,March,2019,0.1875
6014,CA-2019-159016,2019-03-10,11-03-2019,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,7.152,,COD,,,March,2019,0.48
6015,CA-2019-159016,2019-03-10,11-03-2019,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,363.9048,,Cards,,,March,2019,0.0875
8100,CA-2019-169663,2019-03-10,13-03-2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,5.1015,,Online,,,March,2019,0.18999999999999997
8101,CA-2019-169663,2019-03-10,13-03-2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6,3,377.73,,COD,,,March,2019,0.1125
9412,CA-2019-108959,2019-03-10,14-03-2019,Second Class,MH-17785,Maya Herman,Corporate,United States,Glendale,Arizona,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1,6.5435,,COD,,,March,2019,0.0625
45,CA-2019-118255,2019-03-11,13-03-2019,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,19.7714,,COD,,,March,2019,0.43000000000000005
46,CA-2019-118255,2019-03-11,13-03-2019,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,8.2062,,Online,,,March,2019,0.47000000000000003
1462,US-2019-128902,2019-03-11,15-03-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,-31.3722,,Cards,,,March,2019,-0.12857142857142856
2759,CA-2019-146171,2019-03-11,15-03-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,31.5372,,Online,,,March,2019,0.41
2760,CA-2019-146171,2019-03-11,15-03-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,125.1432,,Online,,,March,2019,0.26
9698,CA-2019-122511,2019-03-11,11-03-2019,Same Day,BT-11485,Brad Thomas,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.336,4,9.48,,Cards,,,March,2019,0.31250000000000006
804,CA-2019-115504,2019-03-12,17-03-2019,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,6.2208,,Online,,,March,2019,0.4799999999999999
3607,CA-2019-119683,2019-03-12,16-03-2019,Second Class,CK-12595,Clytie Kelty,Consumer,United States,New York City,New York,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34,3,13.4964,,COD,,,March,2019,0.45999999999999996
5957,CA-2019-127138,2019-03-12,15-03-2019,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,6.7655,,COD,,,March,2019,0.010000000000000002
5958,CA-2019-127138,2019-03-12,15-03-2019,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,40.274,,Cards,,,March,2019,0.26
5959,CA-2019-127138,2019-03-12,15-03-2019,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,14.9744,,Cards,,,March,2019,0.49
5960,CA-2019-127138,2019-03-12,15-03-2019,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3,77.0352,,Online,,,March,2019,0.1
8480,US-2019-119270,2019-03-12,16-03-2019,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,8.991,,Online,,,March,2019,0.44999999999999996
152,CA-2019-158834,2019-03-13,16-03-2019,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766,,Cards,,,March,2019,0.1125
153,CA-2019-158834,2019-03-13,16-03-2019,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,15.2388,,Cards,,,March,2019,0.075
2346,CA-2019-159373,2019-03-13,18-03-2019,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,5,24.528,,COD,,,March,2019,0.35
2347,CA-2019-159373,2019-03-13,18-03-2019,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2,-2.1624,,COD,,,March,2019,-1.7
2348,CA-2019-159373,2019-03-13,18-03-2019,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,5,0.0,,Online,,,March,2019,0.0
2364,US-2019-108637,2019-03-13,18-03-2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,40.9216,,Cards,,,March,2019,0.32
2365,US-2019-108637,2019-03-13,18-03-2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,44.8896,,COD,,,March,2019,0.28
2366,US-2019-108637,2019-03-13,18-03-2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4,20.7,,Online,,,March,2019,0.45
5884,CA-2019-136301,2019-03-13,15-03-2019,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,West,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2,7.3528,,COD,,,March,2019,0.26
5885,CA-2019-136301,2019-03-13,15-03-2019,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,3,196.5036,,Cards,,,March,2019,0.04
7415,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,386.68,2,-5.524,,COD,,,March,2019,-0.014285714285714285
7416,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,379.96,5,47.495,,Online,,,March,2019,0.125
7417,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,539.91,3,-116.9805,,Cards,,,March,2019,-0.2166666666666667
7418,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",41.24,5,13.9185,,Cards,,,March,2019,0.33749999999999997
7419,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,51.897,1,-41.5176,,COD,,,March,2019,-0.8
7420,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,5,-138.14,,COD,,,March,2019,-0.25
7421,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,23.16,5,-15.44,,Cards,,,March,2019,-0.6666666666666666
7422,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,126.08,2,-28.368,,Cards,,,March,2019,-0.22499999999999998
7423,US-2019-114013,2019-03-13,15-03-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,449.1,3,-643.71,,Cards,,,March,2019,-1.4333333333333333
9343,CA-2019-119123,2019-03-13,18-03-2019,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Riverside,California,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,51.184,7,19.194,,Cards,,,March,2019,0.375
1693,US-2019-154361,2019-03-14,19-03-2019,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,6.2905,,Cards,,,March,2019,0.2875
3929,CA-2019-162082,2019-03-14,17-03-2019,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,-14.196,,COD,,,March,2019,-0.058823529411764705
3930,CA-2019-162082,2019-03-14,17-03-2019,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,5.184,1,1.8792,,COD,,,March,2019,0.3625
3931,CA-2019-162082,2019-03-14,17-03-2019,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,16.3737,,Cards,,,March,2019,0.11249999999999999
4259,CA-2019-124793,2019-03-14,16-03-2019,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784,2,-22.1382,,COD,,,March,2019,-0.11250000000000002
6116,CA-2019-133802,2019-03-14,20-03-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,14.1426,,COD,,,March,2019,0.33749999999999997
8934,CA-2019-102134,2019-03-14,19-03-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Green Bay,Wisconsin,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.3524,,COD,,,March,2019,0.26000000000000006
1615,US-2019-113509,2019-03-15,19-03-2019,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,-13.6461,,Online,,,March,2019,-0.1625
7648,CA-2019-138968,2019-03-15,16-03-2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,4.544,2,1.6472,,Online,,,March,2019,0.36250000000000004
7649,CA-2019-138968,2019-03-15,16-03-2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,4,84.502,,Online,,,March,2019,0.0625
9169,CA-2019-140571,2019-03-15,19-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,319.76,14,147.0896,,Online,,,March,2019,0.45999999999999996
9170,CA-2019-140571,2019-03-15,19-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,21.0128,,Online,,,March,2019,0.45999999999999996
9920,CA-2019-149272,2019-03-15,19-03-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Bryan,Texas,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,528.43,5,-143.431,,Cards,,,March,2019,-0.27142857142857146
9921,CA-2019-149272,2019-03-15,19-03-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Bryan,Texas,Central,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",22.386,7,-35.8176,,Cards,,,March,2019,-1.6
2394,CA-2019-128111,2019-03-17,23-03-2019,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,10.3168,,Online,,,March,2019,0.26
3737,CA-2019-115476,2019-03-17,17-03-2019,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,62.3904,,COD,,,March,2019,0.48000000000000004
3738,CA-2019-115476,2019-03-17,17-03-2019,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,15.9446,,Online,,,March,2019,0.49
